Warehouse Location,Stock Number,Nomenclature,CIC,UI,ERRC,DOLT,DOLI,Dead Loc Flag,Serv Balance,IEX,Demand Level,SLC,Unit Price,Details
17A001D060,5305011868625SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2019318,2019280,,54,,37,0,$0.39,1
17A001D061,3040008394236SX,"CONNECTING LINK, RI",U,EA,XB3,2019274,2019280,,1,,1,0,"$1,728.16",
17A001D062,5305011912447SX,SCREW,U,EA,XB3,2019274,2019280,,0,,8,0,$5.51,3
17A001D063,5310012369181SX,WASHER LS35307-SM,U,EA,XB3,2020183,2019280,,1,,1,0,$0.39,
17A001D064,4810013537102BA,VALVE ROTARY 17P1C2,U,EA,XD2,2020168,2019280,,1,,2,0,"$2,457.00",1
17A001D065,5305005285293SX,"SCREW, CAP",U,EA,XB3,2020163,2019282,,11,,15,0,$0.95,1
17A001D066,5331002221680SX,O-RING MS9385-04,U,EA,XB3,2020164,2019282,,18,,28,0,$0.17,2
17A001D067,5935013645306EH,"CLAMP, CABLE, ELECT",U,EA,XB3,2020161,2019280,,1,,1,0,$44.84,
17A001D068,5985014458073LZ,"BASE, ANTENNA SUPPO",U,EA,XB3,2020141,2019280,,1,,1,0,$773.85,1
17A001D069,1630013991333LZ,"TUBE,ADJUSTER",U,EA,XB3,2019274,2019280,,14,,0,0,$11.69,
17A001D070,5305007017795SX,NAS1123-11/SCREW,U,EA,XB3,2020129,2019280,,45,,45,0,$1.06,
17A001D071,3120014688253BA,"BUSHING, SLEEVE",U,EA,XB3,2020168,2019280,,4,,0,0,$3.60,
17A001D072,5935007285804,CLAMP MS27291-2,U,EA,XB3,2020183,2019280,,3,,4,0,$4.40,
17A001D073,5365015320787,"OBS=SHIM, SOLID",U,EA,XB3,2019274,2019280,,2,D,0,0,$111.81,1
17A001D074,5365014760233BA,SHIM,U,EA,XB3,2020168,2019280,,4,,0,0,$69.00,
17A001D075,5365014760016BA,"WASHER,FLAT",U,EA,XB3,2020168,2019280,,5,,0,0,$28.00,
17A001D076,5305012038376SX,"BOLT,TORQ-SET",U,EA,XB3,2020178,2019282,,0,,48,0,$2.30,3
17A001D077,5365014759190BA,"WASHER,FLAT",U,EA,XB3,2020168,2019280,,3,,1,0,$263.50,
17A001D078,3120004791070UC,BEARING SLEEVE 4F73,U,EA,XB3,2020141,2019280,,11,,4,0,$4.30,
17A001D079,4730001829021SO,"NIPPLE,TUBE",U,EA,XB3,2020092,2019280,,6,,1,0,$5.10,
17A001D080,5306013303390SX,NAS6804U10 BOLT,U,EA,XB3,2019274,2019280,,9,,4,0,$3.52,
17A001D081,5306013499535SX,BOLT,U,EA,XB3,2019274,2019280,,3,,0,0,$7.62,
17A001D082,5310013529572,"WASHER, HD .164 IN/",U,HD,XB3,2019318,2019280,,1,,1,0,$1.43,1
17A001D083,5306004648582NY,BOLT 9688M02P02,U,EA,XB3,2019274,2019280,,22,,0,0,$5.90,
17A001D084,5306005678355NY,BOLT J644P23A,U,EA,XB3,2018096,2019280,,3,,0,0,$3.07,
17A001D085,5365013031883SX,"SPACER, SLEEVE",U,EA,XB3,2019274,2019280,,30,,0,0,$0.27,1
17A001E001,5330003382551SX,SEAL 1170-1-125-1-0,U,EA,XB3,2020183,2019280,,1,,1,0,$111.91,1
17A001E002,3120008280031,"BUSHING, SLEEVE",U,EA,XB3,2019274,2019280,,13,,0,0,$3.95,
17A001E003,5305008141929SX,BOLT/NAS1154-5,U,EA,XB3,2019344,2020087,,11,,9,0,$0.29,
17A001E004,5360001066509SX,"SPRING, HELICAL",U,EA,XB3,2019274,2019280,,4,,0,0,$239.05,
17A001E005,1560004987484UC,FITTING,U,EA,XB3,2019274,2019280,,1,,0,0,$840.70,
17A001E006,5315011605800SX,PIN,U,EA,XB3,2019274,2019280,,1,,0,0,$16.75,
17A001E007,5331001675118SX,O-RING M83248/1-130,U,EA,XB3,2019274,2019280,,2,,2,0,$0.28,
17A001E008,1680015228017BA,"LINK ASSEMBLY,RAMP",U,EA,XF3,2020168,2019280,,1,,1,0,"$2,965.00",
17A001E009,5325000899303SX,"RING,RETAINING   50",U,PG,XB3,2019288,2019280,,1,,1,0,$86.24,
17A001E010,5331012825693,O RING,U,EA,XB3,2020183,2019280,,56,,56,0,$1.54,1
17A001E011,5320011528665SX,RIVETS,U,EA,XB3,2020071,2019280,,70,,70,0,$1.29,1
17A001E012,5940001155000EH,TERMINAL,U,EA,XB3,2019274,2019280,,1,,0,0,$1.18,
17A001E013,5935005178519EH,"CONNECTOR,PLUG ELEC",U,EA,XB3,2020092,2019280,,1,,1,0,$23.99,
17A001E014,5365014810395BA,"RING,RETAINING",U,EA,XB3,2020168,2019281,,4,,4,0,$2.95,1
17A001E015,5305014582165SX,"SCREW, CLOSE TOLERA",U,EA,XB3,2020128,2019280,,84,,84,0,$3.15,1
17A001E016,4730010458458SX,"REDUCER,BOSS",U,EA,XB3,2019344,2019220,,1,,1,0,$8.46,
17A001E017,3130001045370UC,"BEARING UNIT,PLAIN",U,EA,XF3,2019274,2019280,,2,,0,0,$396.30,
17A001E018,3910013582576BA,"ROLLER,CONVEYOR",U,EA,XB3,2020168,2019280,,4,,4,0,$155.30,
17A001E019,5310014828271BA,"WASHER,FINISHING",U,EA,XB3,2020168,2019280,,20,,20,0,$0.25,
17A001E020,5331011201456OK,O-RING,U,EA,XB3,2020178,2019280,,3,,4,0,$16.58,
17A001E021,5340015535479,CLAMP ASSY,U,EA,XB3,2019274,2019280,,26,,1,0,$57.58,
17A001E022,5935014978195BA,"SOCKET,PLUG-IN ELEC",U,EA,XB3,2020168,2019280,,2,,1,0,$24.51,
17A001E023,5305010788038,"SCREW,MACHINE",U,EA,XB3,2020038,2019282,,8,,5,0,$0.11,
17A001E024,5330004907093SX,"RETAINER,PACKING",U,EA,XB3,2020077,2019280,,27,,27,0,$33.38,
17A001E025,5315008123759,PIN MS20392-2C11,U,HD,XB3,2020122,2019280,,2,,2,0,$72.90,1
17A001E026,4730004919569SX,"ELBOW,90D,TUBE-BOSS",U,EA,XB3,2020030,2020087,,4,,2,0,$56.07,
17A001E027,5305008381739SX,SCREW NAS1096-3-15,U,EA,XB3,2017274,2019280,,13,,14,0,$0.17,
17A001E028,5325009037567,RETAINER RING,U,HD,XB3,2019323,2019280,,2,,1,0,$8.72,
17A001E029,5330002920432SX,GASKET,U,EA,XB3,2019344,2020177,,12,,1,0,$0.50,
17A001E030,5305000073176SX,SCREW ABS20642-4F11,U,EA,XB3,2020077,2019280,,21,,3,0,$33.59,2
17A001E031,5331010071618,PACKING M25988/1-34,U,EA,XB3,2020183,2019280,,43,,29,0,$3.68,
17A001E032,5315010414902SX,"PIN,QUICK RELEASE",U,EA,XB3,2020034,2019280,,32,,32,0,$9.70,1
17A001E033,5340011565482SX,CLAMP MS21919WCJ10,U,EA,XB3,2020169,2019282,,25,,31,0,$4.71,3
17A001E034,5340001136448NY,BRACKET 9670M59P01,U,EA,XB3,2019274,2019281,,16,,0,0,$14.22,
17A001E035,5940010791375EH,SPLICE CONDUCTOR L,U,HD,XB3,2019331,2019280,,3,,3,0,$22.42,3
17A001E036,5310001670804,"WSHR, HD 0.380IN OD",U,HD,XB3,2020162,2019280,,1,,1,0,$4.98,2
17A001E037,5305008893001RN,SCREW MACHINE .625,U,HD,XB3,2020126,2019280,,2,,1,0,$3.15,1
17A001E038,5340015286141,"CLAMP,LOOP-CUSH",U,EA,XB3,2019274,2019280,,14,,0,0,$56.25,
17A001E039,5310009180482SX,NUT NAS1291-7,U,EA,XB3,2019274,2019280,,4,,4,0,$2.39,
17A001E040,5305001386635SX,SCREW 110121T3-7,U,EA,XB3,2019282,2019282,,20,,4,0,$16.85,1
17A001E056,5305012640000SX,NAS1125-9/SCREW,U,EA,XB3,2020155,2019280,,11,,6,0,$3.00,
17A001E057,3040015310819,FAN BALANCE WEIGHT,U,EA,XB3,2019274,2019280,,20,,0,0,$60.05,
17A001E058,1620014001218BA,"COUPLING,HUBCAP",U,EA,XB3,2020168,2019280,,1,,0,0,"$2,034.00",
17A001E059,5970005841233EH,"INSULATOR,WASHER NA",U,EA,XB3,2019282,2019282,,22,,24,0,$0.20,
17A001E060,5325002908232SX,STUD TURNLOCK .573,U,EA,XB3,2020181,2019280,,202,,174,0,$2.41,1
17A001E062,5310002794283SX,"NUT,SELF-LOCKING,PL",U,EA,XB3,2019322,2019280,,0,,0,0,$4.36,1
17A001E063,5305010570358SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020007,2019280,,300,,319,0,$1.52,2
17A001E064,5310005961766,"WASHER,RECESSED  DI",U,HD,XB3,2020183,2019280,,1,,1,0,$5.66,2
17A001E065,5315008395820RN,PIN CTR STL .750,U,HD,XB3,2020183,2019281,,10,,16,0,$1.84,2
17A001E066,5940010896964EH,"TERMINAL, LUG",U,EA,XB3,2019274,2019280,,10,,5,0,$0.52,
17A001E068,3110002323216,BEARING BALL END RO,U,EA,XB3,2020129,2019280,,21,,21,0,$84.39,1
17A001E069,5331001660980,PACKNG M83248-1-012,U,EA,XB3,2020170,2019281,,176,,166,0,$0.13,1
17A001E070,5315016154083BA,"PIN,SPRING",U,EA,XB3,2020178,2019280,,0,,1,0,$5.00,1
17A001E071,5365015412466BA,SHIM,U,EA,XB3,2020168,2019280,,1,,0,0,$110.00,
17A001E072,6240010075214SX,"LAMP,INCANDESCENT",U,EA,XB3,2020061,2019280,,5,,2,0,$5.83,
17A001E073,5935013069058QD,"CONNECTOR, PLUG, EL",U,EA,XB3,2020162,2019280,,1,,1,0,$434.75,1
17A001E074,5915008288336EH,"FILTER, RADIO FREQ",U,EA,XB3,2020169,2019280,,1,,1,0,$307.39,
17A001E075,5340015515037,"CLAMP,LOOP",U,EA,XB3,2019274,2019280,,9,,0,0,$128.04,
17A001E076,5306005003374SX,"BOLT,SHEAR",U,EA,XB3,2019274,2019280,,2,,4,0,$14.50,
17A001E077,5930004568369TA,ADAPTR.12IN W JS127,U,EA,XB3,2020092,2019280,,13,,0,0,$22.64,
17A001E078,2915002291034SX,SEAL 107843A,U,EA,XB3,2019274,2019280,,1,,1,0,$194.32,1
17A001E079,5305004563083SX,SCREW NAS1622-5,U,EA,XB3,2020162,2019282,,130,,130,0,$0.17,1
17A001E080,5320014725853BA,"PIN-RIVET, THREADED",U,EA,XB3,2020168,2019280,,70,,70,0,$2.50,1
17A001E081,5305012841394SX,"SCREW, NAS1581C3T10",U,EA,XB3,2019274,2019280,,15,,15,0,$0.74,
17A001E082,5305013565098SX,"SCREW, CLOSE TOL",U,EA,XB3,2019280,2019280,,53,,41,0,$3.18,1
17A001E083,5305013571837SX,3D0163-4-6 BOLT,U,EA,XB3,2019280,2019280,,13,,13,0,$27.92,1
17A001E084,5330014286634SX,GASKET,U,EA,XB3,2019312,2019281,,15,,0,0,$2.56,
17A001E085,5305013307865SX,SCREW,U,EA,XB3,2020162,2019280,,13,,13,0,$2.41,1
17A001F001,5310015429868BA,"WASHER,FLAT",U,EA,XB3,2020168,2019280,,4,,0,0,$10.05,
17A001F002,5310001768115SX,"NUT,PLAIN,SLOTTED,H",U,PG,XB3,2019308,2019280,,1,,1,0,$31.99,
17A001F003,5305005274570SX,SCREW THRD LGTH 0.4,U,HD,XB3,2019274,2019280,,3,,1,0,$16.50,
17A001F005,5305013302553SX,SCREW,U,EA,XB3,2020034,2019280,,22,,22,0,$2.20,1
17A001F006,5306015309635,"BOLT,SHOULDER",U,EA,XB3,2019274,2019280,,30,,0,0,$24.26,
17A001F007,5305011857069,SCREW,U,EA,XB3,2020061,2019280,,1,,1,0,$0.43,
17A001F008,5930011239994EH,DISCONNECT SWITCH,U,EA,XB3,2020169,2019280,,1,,1,0,$63.51,
17A001F009,5940011355922EH,TERMINAL LUG,U,EA,XB3,2020175,2019280,,210,,113,0,$0.43,1
17A001F010,5930006551518EH,"SWITCH,TOGGLE",U,EA,XB3,2020092,2019280,,3,,2,0,$19.00,
17A001F011,5310004501902SX,"WASHER,FLAT",U,EA,XB3,2020049,2019280,,335,,359,0,$0.09,1
17A001F012,1660003220863MH,HOLDR HANGNG MB410P,U,EA,XB3,2020121,2020003,,2,,1,0,$67.02,
17A001F013,5340014689413BA,"LATCH,MORTISE",U,EA,XF3,2020168,2019280,,1,,0,0,$591.92,
17A001F014,4820001673627SX,VALVE CHECK,U,EA,XB3,2020133,2020008,,1,,1,0,$933.14,
17A001F015,5325013529790BA,"RING, RETAINING",U,EA,XB3,2020168,2019280,,77,,3,0,$31.20,
17A001F016,5340014676159BA,"FASTENER,PAWL",U,EA,XB3,2020168,2019280,,1,,3,0,$98.13,1
17A001F017,5331013872248,O-RING,U,EA,XB3,2019274,2019280,,5,,3,0,$0.30,
17A001F018,5365006983433SX,"SPACER,SLEEVE",U,EA,XB3,2020032,2019280,,8,,5,0,$0.63,
17A001F019,5340004015772SX,NAS1464-032-08C/CLI,U,EA,XB3,2020002,2019280,,1,,1,0,$13.80,
17A001F020,5305004328027SX,SCREW FSTNR LGTH 0.,U,HD,XB3,2019274,2019280,,1,,0,0,$6.81,1
17A001F022,3120015522188,"BUSHING,SLEEVE",U,EA,XB3,2019274,2019280,,2,,0,0,$210.75,
17A001F023,5306005086258SX,BOLT NAS6403U2,U,EA,XB3,2020162,2019280,,29,,29,0,$2.05,1
17A001F024,6220014449613BA,"LENS,LIGHT",U,EA,XB3,2020168,2019280,,1,,1,0,$119.54,
17A001F025,5305012297855SX,"SCREW,MACHINE",U,EA,XB3,2019182,2019280,,1,,1,0,$0.12,
17A001F026,5310013287022SX,"WASHER,LOCK",U,HD,XB3,2019274,2019280,,1,,1,0,$9.64,
17A001F027,5940014823588BA,"TERMINAL,LUG",U,EA,XB3,2020168,2019280,,8,,2,0,$4.54,
17A001F028,5340014438084SX,STRAP RETAINING,U,EA,XB3,2020036,2019280,,3,,2,0,$15.69,
17A001F029,6150015116762,BUS CONDUCTOR,U,EA,XB3,2019274,2019280,,3,,0,0,$108.57,
17A001F030,5305013221260SX,SCREW MACHINE,U,EA,XB3,2020032,2019280,,62,,78,0,$1.27,2
17A001F031,5306014658680BA,"BOLT,EYE",U,EA,XB3,2020168,2019280,,1,,1,0,$213.00,
17A001F032,5306014085308BA,"BOLT,EYE PN17G13101",U,EA,XB3,2020168,2019280,,1,,0,0,$390.00,
17A001F033,5305000546657SX,SCREW MACHINE 7/8IN,U,HD,XB3,2019274,2019280,,3,,1,0,$3.83,
17A001F035,5306013679266SX,"BOLT,SHEAR",U,EA,XB3,2019274,2019280,,2,,0,0,$29.16,
17A001F036,5905001142643TP,RESISTOR 146084-1,U,EA,XB3,2020092,2019280,,1,,1,0,$673.76,
17A001F037,6685002283784LE,GAUGE 4G94407-101A,U,EA,XB3,2020162,2019280,,1,,1,0,$208.85,
17A001F038,5310014168892BA,"WASHER,SPRING TENSI",U,EA,XB3,2020168,2019280,,10,,0,0,$2.00,
17A001F039,1560013102002UC,PLATE 4F59328-602A,U,EA,XB3,2020080,2019280,,1,,1,0,$827.18,
17A001F040,5325008819642SX,"STUD ASSEMBLY, TURN",U,EA,XB3,2020056,2019280,,37,,38,0,$2.34,
17A001F041,1730013169124BA,"COVER,AIRCRAFT GROU",U,EA,XB3,2020168,2019280,,0,,1,0,$420.00,1
17A001F042,5310013882287,"WASHER,FLAT",U,EA,XB3,2020162,2019280,,8,,8,0,$14.27,
17A001F043,5320000548337SY,RIVETS 201-120911-0,U,EA,XB3,2020045,2019282,,62,,20,0,$3.44,
17A001F044,3120014469060BA,"BUSHING,SLEEVE",U,EA,XB3,2020168,2020087,,4,,0,0,$37.50,
17A001F045,5310014187927BA,"WASHER,RECESSED",U,EA,XB3,2020168,2019280,,10,,0,0,$1.07,
17A001F046,5355014070419BA,KNOB,U,EA,XB3,2020168,2020087,,15,,0,0,$37.36,
17A001F047,5310005956425,"WASHER,FLAT  DIA.11",U,HD,XB3,2019274,2019280,,1,,1,0,$0.78,
17A001F048,4330014218790BA,"FILTER,FLUID",U,EA,XF3,2020168,2019280,,1,,0,0,"$6,666.00",
17A001F049,5310010585536SX,"NUT,SELF",U,EA,XB3,2020168,2019280,,44,,69,0,$4.31,1
17A001F051,5305011323387SX,SCREW ST,U,EA,XB3,2019274,2019280,,125,,72,0,$0.43,1
17A001F052,1650001998627,"RING NUT,CYLINDER",U,EA,XB3,2019274,2019280,,1,,1,0,"$1,455.28",
17A001F054,5930005385508EH,"SWITCH,ROTARY",U,EA,XB3,2020092,2019280,,1,,1,0,$97.34,
17A001F055,1650010348563,VALVE COVER 240-180,U,EA,XB3,2019274,2019280,,1,,0,0,$3.98,
17A001F056,5315006197158,PIN COTTER 279193,U,HD,XB3,2020099,2019280,,2,,1,0,$32.50,3
17A001F057,1650014225224LZ,FILTER,U,EA,XB3,2020182,2019280,,2,,3,0,$216.24,1
17A001F058,5310013587254BA,"NUT,SELF-LOCKING,PL",U,EA,XB3,2020168,2019280,,47,,14,0,$16.92,1
17A001F059,4730013926547SX,COUPLING,U,EA,XB3,2019318,2019280,,3,,3,0,$107.30,
17A001F060,5925008813783EH,CIRCUIT BREAKER,U,EA,XB3,2020062,2019280,,3,,3,0,$104.60,
17A001F061,5310008408780SX,LS881-6 WASHER,U,EA,XB3,2020157,2019280,,520,,434,0,$0.05,3
17A001F062,1640006197031SX,CLIP MS21256-1,U,EA,XB3,2020073,2019280,,381,,401,0,$0.43,5
17A001F063,4730001969580SX,ADAPTER 105P8,U,EA,XB3,2020175,2019280,,2,,6,0,$3.38,1
17A001F064,5305000546653,SCREW LN(0.376IN) H,U,HD,XB3,2019308,2019282,,5,,5,0,$4.24,1
17A001F065,5320014981349BA,PIN-RIVET,U,EA,XB3,2020168,2019280,,25,,75,0,$5.01,2
17A001F066,5305008161687SX,"SCREW, CT  NAS1154-",U,EA,XB3,2018326,2019280,,31,,0,0,$0.23,
17A001F067,5306011087463SX,BOLT HEX HD,U,EA,XB3,2020163,2019280,,23,,42,0,$1.40,1
17A001F068,5305005516029SX,SCREW THRD LGTH 0.3,U,HD,XB3,2020002,2019280,,1,,1,0,$19.98,
17A001F069,5970001100351UC,INSULA 4F77243-105A,U,EA,XB3,2020002,2019280,,6,,6,0,$8.15,
17A001F070,5306013800754SX,"BOLT,SHEAR",U,EA,XB3,2019274,2019280,,10,,5,0,$9.16,
17A001F071,1650004360333UC,FILTER FLUID 26051-,U,EA,XB3,2019274,2019280,,21,,0,0,$624.46,
17A001F072,5305010570357SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020128,2019282,,49,,49,0,$2.23,3
17A001F073,5306013482659SX,"BOLT, SHEAR",U,EA,XB3,2019318,2019280,,8,,1,0,$5.23,1
17A001F074,5305011804755SX,"SCREW,CLOSE TLRANCE",U,EA,XB3,2019308,2019282,,547,,392,0,$2.19,1
17A001F075,5310010585538SX,NUT SELF LOCKING EX,U,EA,XB3,2020092,2019280,,4,,4,0,$6.61,
17A001F076,5305003404722SX,"SCREW,MACHINE",U,EA,XB3,2020169,2019303,,22,,12,0,$0.62,
17A001F077,6240008364980SX,"LAMP,INCANDESCENT",U,EA,XB3,2019274,2019280,,2,,0,0,$0.25,
17A001F078,5340005760551SX,CLAMP AN735-32 LOOP,U,EA,XB3,2019274,2019280,,1,,1,0,$0.70,
17A001F079,3120002457336,BSHING LS3859F16-22,U,EA,XB3,2019274,2019280,,1,,1,0,$10.21,
17A001F080,5305009037311SX,BOLT NAS1154-23,U,EA,XB3,2020129,2019280,,5,,5,0,$2.67,
17A001F081,5306011362174FX,"BOLT, SHEAR",U,EA,XB3,2020178,2019280,,33,,63,0,$0.92,3
17A001F082,5305000633503,SCREW LN(0.438IN) H,U,HD,XB3,2019274,2019280,,1,,1,0,$4.66,
17A001F083,5305009430898SX,"SCREW,MACHINE",U,EA,XB3,2020015,2019280,,83,,67,0,$0.39,1
17A001F084,5325004427616SX,STUD FX10-1555-3TS,U,EA,XB3,2020015,2019280,,148,,105,0,$19.34,
17A001F085,5365013256904SX,SHIM,U,EA,XB3,2019274,2019280,,22,,0,0,$4.32,
17A001G001,5305005907863,SCREW THRD LGTH 0.7,U,HD,XB3,2019305,2019280,,0,,0,0,$20.86,2
17A001G002,5305014426183SX,"SCREW,MACHINE",U,EA,XB3,2020001,2019280,,4,,15,0,$3.46,
17A001G003,1680014503618SX,"BELT ASSY, LAP",U,EA,XB3,2020071,2019280,,1,,1,0,$231.65,1
17A001G004,5310009618392SX,"NUT,SELF-LOCKING,SL",U,EA,XB3,2020170,2020177,,8,,5,0,$2.10,
17A001G005,5340014119036BA,LEVER,U,EA,XB3,2020168,2019280,,2,,1,0,"$1,387.97",
17A001G006,5305012790468SX,"SCREW,CLOSE TOLERAN",U,EA,XB3,2020153,2019280,,5,,1,0,$0.45,1
17A001G007,4730015288225,CAP ASSY,U,EA,XB3,2019274,2019280,,17,,0,0,$800.45,
17A001G008,5330006180425SX,"GASKET, JK1611N1",U,EA,XB3,2019344,2020027,,47,,8,0,$19.28,
17A001G009,5935013346754EH,"CLAMP, CABLE,ELECTR",U,EA,XB3,2019274,2019280,,3,,1,0,$5.90,
17A001G010,5305008110405SX,SCREW TOLERANCE,U,EA,XB3,2020069,2019280,,25,,13,0,$6.04,
17A001G011,5306016182985,"BOLT,EXTERNALLY REL",U,EA,XB3,2020061,2019217,,0,,1,0,$103.75,1
17A001G012,5310009007387SX,WASHER 61906-501,U,EA,XB3,2020092,2019280,,93,,3,0,$0.36,
17A001G013,1670013545995BA,"LIP ASSEMBLY,RETRAC",U,EA,XF3,2020168,2019280,,1,,0,0,$461.75,
17A001G014,3120008280034,"BUSHING, SLEEVE",U,EA,XB3,2019274,2019280,,57,,3,0,$1.85,
17A001G015,5305009581007SX,SCREW MS35219-53,U,EA,XB3,2019324,2019280,,91,,0,0,$0.54,
17A001G016,3120006617111,BEARING,U,EA,XB3,2019274,2019280,,3,,1,0,$120.57,
17A001G017,5306004942620JF,BOLT  MS21279-05,U,EA,XB3,2019274,2019280,,1,,1,0,$0.95,
17A001G018,5305005501550,SCREW NAS514P1032-8,U,EA,XB3,2020051,2019280,,70,,88,0,$0.08,2
17A001G019,5306011433989SX,"BOLT, SHEAR",U,EA,XB3,2019274,2019280,,41,,29,0,$0.82,1
17A001G020,5330012038847SX,O RING,U,EA,XB3,2019274,2019280,,1,,0,0,$2.73,
17A001G021,5999015867559,"GASKET, SHIELDING",U,EA,XB3,2020092,2019280,,2,,2,0,$70.46,
17A001G022,4730015011565NV,"UNION,TUBE",U,EA,XB3,2020092,2020027,,1,,1,0,$48.23,
17A001G023,6220015308293BA,"FLOODLIGHT,ELECTRIC",U,EA,XF3,2020168,2019280,,2,,0,0,$463.00,
17A001G024,5320012360540SX,PIN,U,EA,XB3,2019308,2019280,,9,,9,0,$0.84,
17A001G025,5340011565483SX,LOOP MS21919WCJ16,U,EA,XB3,2020140,2019280,,29,,29,0,$8.21,1
17A001G027,5305013591334BA,"SCREW,PANEL FASTENE",U,EA,XB3,2020168,2019280,,82,,82,0,$2.75,1
17A001G028,5930011475215,"SWITCH,TOGGLE",U,EA,XB3,2020169,2020177,,4,,1,0,$275.98,
17A001G029,4820014218738,"VALVE,FLOW CONTROL",U,EA,XB3,2020168,2019280,,1,,1,0,$190.41,
17A001G030,5310015744552BA,"NUT,SELF-LOCKING,EX",U,EA,XB3,2020176,2019280,,0,,1,0,$71.00,1
17A001G031,4810003560601SX,VALVE PUMP,U,EA,XB3,2019274,2019281,,11,,0,0,"$2,447.92",
17A001G032,5310013327148BA,"NUT,PLAIN,BARREL",U,EA,XB3,2020168,2019280,,2,,0,0,$8.32,
17A001G033,4730003479331SX,"TEE, FIRE SYSTEM",U,EA,XB3,2020130,2019280,,1,,0,0,"$9,130.33",
17A001G034,5340014926074BA,"CLIP,SPRING TENSION",U,EA,XB3,2020182,2019280,,0,,5,0,$40.00,5
17A001G035,5306011864544SX,"BOLT,SHEAR",U,EA,XB3,2019323,2019280,,28,,19,0,$3.10,1
17A001G036,5306000979408SX,4J33074-103A BOLTS,U,EA,XB3,2019274,2019280,,2,,2,0,$83.81,
17A001G037,4030002733073SX,BALL END,U,EA,XB3,2019274,2019280,,7,,5,0,$1.34,
17A001G038,5330008082339SX,RETAINERMS28774-137,U,EA,XB3,2020161,2019280,,6,,6,0,$0.84,2
17A001G039,5935014954083BA,"CONNECTOR,PLUG,ELEC",U,EA,XB3,2020168,2019280,,10,,0,0,$515.91,
17A001G040,5305012232636SX,"SCREW,MACHINE",U,EA,XB3,2019274,2019280,,1,,0,0,$1.54,
17A001G041,5310010770198SX,"WASHER,FINISHING",U,EA,XB3,2020036,2019280,,45,,9,0,$0.11,1
17A001G042,5935015363067,"CONNECTOR,PLUG ELEC",U,EA,XB3,2020120,2019280,,1,,0,0,$203.29,
17A001G043,6210008603671SX,LIGHT ASSEMBLY 4L97,U,EA,XB3,2020014,2019280,,1,,1,0,"$2,827.13",
17A001G044,5330001599759SX,GASKET MS9204-095,U,EA,XB3,2020161,2019280,,67,,0,0,$5.80,
17A001G045,5330005304341SX,PACKING MATERIAL,U,EA,XB3,2019280,2019280,,2,,2,0,$0.66,
17A001G046,5935013755081BA,"CONNECTOR,PLUG,ELEC",U,EA,XB3,2020168,2019280,,2,,0,0,$113.83,
17A001G047,5305001006921SX,"SCREW ASSEMBLY,PANE",U,EA,XB3,2020092,2020177,,16,,16,0,$9.06,
17A001G048,5315002368353SX,"PIN, DIAMETER .086",U,HD,XB3,2020169,2019280,,1,,1,0,$3.43,2
17A001G049,6340015074230BA,ANNUNCIATOR,U,EA,XF3,2020168,2019280,,1,,0,0,$173.06,
17A001G050,5310014263567SX,"WASHER,SEAL",U,EA,XB3,2020149,2019280,,0,,38,0,$82.52,4
17A001G051,5310013905131,"WASHER, HD .255 IN/",U,HD,XB3,2019335,2019280,,6,,15,0,$10.02,
17A001G052,5330000825368UC,"SEAL,SERVICE DOOR 4",U,EA,XB3,2019274,2019280,,2,,0,0,$18.11,
17A001G053,5310008071467GC,"NUT,SLF-LCK,HEX THR",U,HD,XB3,2020176,2019280,,7,,14,0,$37.67,9
17A001G054,5330005821538SX,"RETAINER,PACKING",U,PG,XB3,2020062,2019280,,3,,3,0,$3.93,1
17A001G055,5310013419370BA,"NUT,SELF-LOCKING,SP",U,EA,XB3,2020168,2019280,,1,,0,0,$4.69,
17A001G056,5360006499146SX,SPRING LC072H7MW,U,EA,XB3,2019274,2019280,,21,,6,0,$1.21,1
17A001G057,3120013583693BA,"BUSHING,SLEEVE",U,EA,XB3,2020168,2020006,,1,,1,0,$50.00,
17A001G058,5306001562337SX,BOLT 00000000050EA,U,HD,XB3,2019298,2019281,,1,,1,0,$51.22,
17A001G059,5306013601134SX,"BOLT,SHEAR",U,EA,XB3,2019274,2019280,,21,,4,0,$7.45,1
17A001G060,5365014760261BA,"WASHER,FLAT",U,EA,XB3,2020168,2019280,,5,,2,0,$95.00,
17A001G061,3110015033456BA,"ROLLER,BEARING 17P1",U,EA,XB3,2020168,2019280,,2,,0,0,$251.00,
17A001G062,5340011914553SX,HOOK 4K22002-105A,U,EA,XB3,2020140,2019280,,1,,0,0,$505.36,
17A001G063,5320011502742SX,"RIVET, CR3522-5-2",U,EA,XB3,2020183,2019280,,160,,187,0,$0.79,1
17A001G064,5310001670820,"WSHR, HD 0.318IN OD",U,HD,XB3,2020033,2019280,,1,,1,0,$23.43,3
17A001G065,5340010601624LZ,PLUG PROTECTIVE,U,EA,XB3,2020034,2019282,,91,,80,0,$0.14,1
17A001G067,5310015914638,"WASHER,FLAT",U,MX,XB3,2019274,2019280,,1,,0,0,$60.05,
17A001G069,5355001357710SX,RE 21 REDUCTION INI,U,EA,XB3,2019274,2019280,,1,,0,0,$74.50,
